sourceFrameIndex,ptsValue,ptsTimescale,durationValue,durationTimescale,phase,residual,controlHistoryReset,flashHistoryReset,publicMotionRequested,componentCount,sumNits,sumAbsoluteNits,sumSquaredNits2,signedMeanNits,meanAbsoluteNits,rmsNits,maximumAbsoluteNits,signedValueAtMaximumNits,maximumSourceFrameIndex,maximumX,maximumY,maximumChannel
39,39,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,77716.1117098867,161280.89529714594,2810792.71805442,0.11243650420990552,0.23333462861276902,2.01656648556494,114.8621826171875,114.8621826171875,39,466,198,B
40,40,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2533733.176652621,3108532.506766747,1073984591.5529046,-3.665701933814556,4.497298186873188,39.418233752046,1680.0435180664062,-1680.0435180664062,40,447,226,B
40,40,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2606873.2596865552,3167441.1183586377,1121592667.2366934,-3.7715180261668912,4.582524766143862,40.282435085803534,1703.0843505859375,-1703.0843505859375,40,447,226,B
40,40,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,-73140.08303393424,145708.7497042399,1615131.1599878827,-0.10581609235233541,0.2108054827896989,1.5286287844439597,104.6212158203125,-104.6212158203125,40,456,233,B
41,41,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2615839.862074796,3219634.6225647368,1120319672.0478115,-3.784490541196175,4.658036201627223,40.2595685379944,1702.630126953125,-1702.630126953125,41,447,226,B
41,41,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2409563.1691921046,2972979.422666817,908476877.8562957,-3.4860578257987624,4.301185507330464,36.25392854383562,1654.6990966796875,-1654.6990966796875,41,447,226,B
41,41,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,206276.69288269128,291003.7741212633,13667750.893664226,0.2984327153974122,0.4210124046893277,4.446790433408992,165.4644775390625,165.4644775390625,41,455,228,B
42,42,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2699323.4504775107,3278972.747376114,1202252789.7110271,-3.905271195713991,4.743884183125165,41.70575926037918,1706.2025756835938,-1706.2025756835938,42,447,226,B
42,42,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2662354.1950158644,3206487.2118436266,1148337448.96237,-3.8517855830669334,4.639015063431173,40.759880238298855,1701.7130126953125,-1701.7130126953125,42,447,226,B
42,42,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,36969.255461646244,137278.95423886366,1621502.8400640802,0.053485612647057645,0.19860959814650414,1.5316410309788302,93.855224609375,93.855224609375,42,470,231,B
43,43,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2761036.412754573,3335060.716207184,1239044016.127657,-3.9945549953046484,4.82502997136456,42.339088357715816,1694.872314453125,-1694.872314453125,43,447,226,B
43,43,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2690202.6467769854,3278453.894846987,1194769833.0728748,-3.89207558850837,4.74313352842446,41.5757660023459,1691.2757568359375,-1691.2757568359375,43,447,226,B
43,43,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,70833.76597758755,129772.02761178091,1674105.8560325443,0.10247940679627829,0.18774888254019229,1.5562866536069864,90.9759521484375,90.9759521484375,43,461,213,B
44,44,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2642788.5582665135,3215006.9301488926,1118499507.1801665,-3.823478816936507,4.651341044775597,40.22685071553357,1706.507080078125,-1706.507080078125,44,447,226,B
44,44,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2760129.5628279303,3339171.3473288273,1334645627.4051924,-3.9932430017765195,4.830977065001197,43.94213148310338,1719.4046630859375,-1719.4046630859375,44,447,226,B
44,44,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,-117341.0045614168,280769.3344981894,12701047.170325171,-0.16976418484001274,0.4062056344013157,4.286648760507042,169.2623291015625,-169.2623291015625,44,481,213,B
45,45,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2549847.0051004454,3102975.291817443,1064874230.1189116,-3.689014764323561,4.489258234689587,39.25068983306039,1676.5850219726562,-1676.5850219726562,45,447,226,B
45,45,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2627511.1421089433,3201540.7036636733,1163277834.1264465,-3.801376073652985,4.631858656920824,41.02417552631001,1709.6863403320312,-1709.6863403320312,45,447,226,B
45,45,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,-77664.13700849796,188294.96292866534,4224472.176887554,-0.11236130932942413,0.27241748108892555,2.4722043275981838,146.0989990234375,-146.0989990234375,45,458,201,B
46,46,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2553033.4813284576,3155259.477490574,1062789122.9904482,-3.6936248283108473,4.56490086442502,39.21224304125509,1689.781494140625,-1689.781494140625,46,447,226,B
46,46,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2580469.5991210234,3146133.412583579,1057808524.3888257,-3.7333182857653697,4.551697645520224,39.12025405314883,1684.4392700195312,-1684.4392700195312,46,447,226,B
46,46,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,-27436.11779256561,131841.32967149024,913038.6285171183,-0.039693457454522005,0.190742664455281,1.1493246233630061,74.8507080078125,-74.8507080078125,46,471,203,B
47,47,30,1,30,returnedInput,controlEnhancedMinusOriginal,False,False,automatic,691200,-2518811.8626583614,3124271.4886832037,1054513920.8343744,-3.644114384633046,4.520068704692135,39.05928543873936,1702.1038208007812,-1702.1038208007812,47,447,226,B
47,47,30,1,30,returnedInput,flashEnhancedMinusOriginal,False,False,automatic,691200,-2490883.0064704516,3055164.074873159,960105703.842932,-3.6037080533426673,4.4200869138789916,37.269851313124256,1682.2181396484375,-1682.2181396484375,47,447,226,B
47,47,30,1,30,returnedInput,pairedResidualDifference,False,False,automatic,691200,27928.85618790984,173435.6900496781,3472302.0382904573,0.04040633129037882,0.25091969046539075,2.241335567210211,112.7340087890625,112.7340087890625,47,476,203,B
