sampleKind,sourceFrameIndex,previousSourceFrameIndex,ptsValue,ptsTimescale,durationValue,durationTimescale,phase,metric,controlHistoryReset,grainHistoryReset,componentCount,sumNits,sumAbsoluteNits,sumSquaredNits2,signedMeanNits,meanAbsoluteNits,rmsNits,maximumAbsoluteNits,signedValueAtMaximumNits,maximumSourceFrameIndex,maximumX,maximumY,maximumChannel
adjacent,20,19,20,30,1,30,prefix,deltaD,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,R
frame,21,,21,30,1,30,prefix,C,False,False,691200,-2526621.789927377,3073385.7468964593,993534690.2940751,-3.6554134692236357,4.446449286597887,37.913131136563145,1661.4204711914062,-1661.4204711914062,21,447,226,B
frame,21,,21,30,1,30,prefix,R,False,False,691200,-2526621.789927377,3073385.7468964593,993534690.2940751,-3.6554134692236357,4.446449286597887,37.913131136563145,1661.4204711914062,-1661.4204711914062,21,447,226,B
frame,21,,21,30,1,30,prefix,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
frame,21,,21,30,1,30,prefix,Q,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
frame,21,,21,30,1,30,prefix,D,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
adjacent,21,20,21,30,1,30,prefix,deltaG,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
adjacent,21,20,21,30,1,30,prefix,deltaQ,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
adjacent,21,20,21,30,1,30,prefix,deltaD,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,R
frame,22,,22,30,1,30,prefix,C,False,False,691200,-2905051.0399570162,3457876.4389060433,1412982645.1074488,-4.202909490678554,5.002714755361753,45.21333569846226,1728.6788330078125,-1728.6788330078125,22,447,226,B
frame,22,,22,30,1,30,prefix,R,False,False,691200,-2905051.0399570162,3457876.4389060433,1412982645.1074488,-4.202909490678554,5.002714755361753,45.21333569846226,1728.6788330078125,-1728.6788330078125,22,447,226,B
frame,22,,22,30,1,30,prefix,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
frame,22,,22,30,1,30,prefix,Q,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
frame,22,,22,30,1,30,prefix,D,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
adjacent,22,21,22,30,1,30,prefix,deltaG,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
adjacent,22,21,22,30,1,30,prefix,deltaQ,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
adjacent,22,21,22,30,1,30,prefix,deltaD,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,R
frame,23,,23,30,1,30,prefix,C,False,False,691200,-2602129.143208018,3162514.6731918366,1066255031.7288866,-3.764654431724563,4.5753973859835595,39.27612939032488,1686.0853271484375,-1686.0853271484375,23,447,226,B
frame,23,,23,30,1,30,prefix,R,False,False,691200,-2602129.143208018,3162514.6731918366,1066255031.7288866,-3.764654431724563,4.5753973859835595,39.27612939032488,1686.0853271484375,-1686.0853271484375,23,447,226,B
frame,23,,23,30,1,30,prefix,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
frame,23,,23,30,1,30,prefix,Q,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
frame,23,,23,30,1,30,prefix,D,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
adjacent,23,22,23,30,1,30,prefix,deltaG,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
adjacent,23,22,23,30,1,30,prefix,deltaQ,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
adjacent,23,22,23,30,1,30,prefix,deltaD,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,R
frame,24,,24,30,1,30,active,C,False,False,691200,-2611954.246192693,3179099.589845597,1096983841.3725436,-3.778868990440817,4.599391767716431,39.83806634066867,1694.0225830078125,-1694.0225830078125,24,447,226,B
frame,24,,24,30,1,30,active,R,False,False,691200,-1760846.5223705766,2361726.678551376,520391681.8736762,-2.547521010374098,3.4168499400338193,27.43868590498167,1640.7987670898438,-1640.7987670898438,24,452,232,B
frame,24,,24,30,1,30,active,G,False,False,691200,-11804.017944335938,500819.6015625,11575673.752958093,-0.017077572257430465,0.7245653957790799,4.092335908042801,78.125,-78.125,24,464,196,B
frame,24,,24,30,1,30,active,Q,False,False,691200,839303.7058777802,1018304.8385572152,133008855.12752652,1.2142704078092885,1.4732419539311563,13.871978687960214,488.6494140625,488.6494140625,24,476,231,B
frame,24,,24,30,1,30,active,D,False,False,691200,851107.7238221162,1012029.0971626595,132139574.53884593,1.2313479800667189,1.4641624669598663,13.826574159156504,410.5244140625,410.5244140625,24,476,231,B
adjacent,24,23,24,30,1,30,start,deltaG,False,False,691200,-11804.017944335938,500819.6015625,11575673.752958093,-0.017077572257430465,0.7245653957790799,4.092335908042801,78.125,-78.125,24,464,196,B
adjacent,24,23,24,30,1,30,start,deltaQ,False,False,691200,839303.7058777802,1018304.8385572152,133008855.12752652,1.2142704078092885,1.4732419539311563,13.871978687960214,488.6494140625,488.6494140625,24,476,231,B
adjacent,24,23,24,30,1,30,start,deltaD,False,False,691200,851107.7238221162,1012029.0971626595,132139574.53884593,1.2313479800667189,1.4641624669598663,13.826574159156504,410.5244140625,410.5244140625,24,476,231,B
frame,25,,25,30,1,30,active,C,False,False,691200,-2887722.3113166397,3445281.1290734117,1422730876.1313856,-4.1778389920668975,4.984492374238154,45.36903204254109,1721.086181640625,-1721.086181640625,25,447,226,B
frame,25,,25,30,1,30,active,R,False,False,691200,-1605542.431043571,2302369.5159373935,488555685.0110527,-2.322833378245907,3.330974415418683,26.5861328694771,1623.1845703125,-1623.1845703125,25,452,232,B
frame,25,,25,30,1,30,active,G,False,False,691200,-12428.953247070312,500819.6015625,11575673.752958093,-0.01798170319309941,0.7245653957790799,4.092335908042801,78.125,78.125,25,464,196,B
frame,25,,25,30,1,30,active,Q,False,False,691200,1269750.9270259982,1449659.2790863214,288992737.46663666,1.837023910627891,2.097307984789238,20.447565106597335,732.319580078125,732.319580078125,25,476,231,B
frame,25,,25,30,1,30,active,D,False,False,691200,1282179.8802730686,1445776.561267353,291381106.9292193,1.8550056138209905,2.0916906268335547,20.531885310975714,654.194580078125,654.194580078125,25,476,231,B
adjacent,25,24,25,30,1,30,activeInterior,deltaG,False,False,691200,-624.935302734375,500418.29528808594,22908889.9356585,-0.0009041309356689453,0.7239848022107724,5.757052078430869,156.25,156.25,25,464,196,B
adjacent,25,24,25,30,1,30,activeInterior,deltaQ,False,False,691200,430447.221148218,641825.2462933743,47919252.05554539,0.6227535028186024,0.9285666179012939,8.326321012796623,402.86376953125,402.86376953125,25,447,209,B
adjacent,25,24,25,30,1,30,activeInterior,deltaD,False,False,691200,431072.1564509524,515726.6543788379,34967926.43565217,0.6236576337542714,0.7461323124693835,7.112676806088999,287.4080810546875,287.4080810546875,25,471,233,B
frame,26,,26,30,1,30,active,C,False,False,691200,-2880929.958182631,3470877.6934722047,1370842110.6008232,-4.168012092278112,5.021524440787333,44.534015274778966,1698.0962524414062,-1698.0962524414062,26,447,226,B
frame,26,,26,30,1,30,active,R,False,False,691200,-1581813.4136649095,2300787.345270368,479749023.04808885,-2.2885032026402046,3.328685395356435,26.345423534561107,1621.2510986328125,-1621.2510986328125,26,452,232,B
frame,26,,26,30,1,30,active,G,False,False,691200,-3356.8545532226562,500819.6015625,11575673.752958093,-0.004856560406861482,0.7245653957790799,4.092335908042801,78.125,-78.125,26,464,196,B
frame,26,,26,30,1,30,active,Q,False,False,691200,1295759.6899644989,1512901.0249250368,281056225.2695764,1.8746523292310457,2.1888035661531204,20.16483811691073,621.2586669921875,621.2586669921875,26,476,231,B
frame,26,,26,30,1,30,active,D,False,False,691200,1299116.5445177215,1506836.0670142942,276805553.1591013,1.8795088896379073,2.180029032138736,20.01177146199983,543.1336669921875,543.1336669921875,26,476,231,B
adjacent,26,25,26,30,1,30,activeInterior,deltaG,False,False,691200,9072.098693847656,508601.8821411133,24193038.341731418,0.013125142786237928,0.7358244822643422,5.916206743388385,156.25,-156.25,26,464,196,B
adjacent,26,25,26,30,1,30,activeInterior,deltaQ,False,False,691200,26008.762938500615,476883.5128804769,17687174.607946478,0.03762841860315482,0.6899356378479121,5.058565373125252,237.310791015625,-237.310791015625,26,482,212,B
adjacent,26,25,26,30,1,30,activeInterior,deltaD,False,False,691200,16936.66424465296,267723.78506173077,3340789.465030612,0.024503275816916897,0.38733186496199473,2.1984808599960166,143.0960693359375,-143.0960693359375,26,462,235,B
frame,27,,27,30,1,30,active,C,False,False,691200,-2805930.2198912576,3393069.8307604864,1340125833.5526342,-4.059505526463046,4.908955194965982,44.03225474881801,1701.6131591796875,-1701.6131591796875,27,472,198,B
frame,27,,27,30,1,30,active,R,False,False,691200,-1575359.8141149702,2254127.917827052,464808479.1698928,-2.2791663977357786,3.2611804366710824,25.93194884734383,1626.1279907226562,-1626.1279907226562,27,452,232,B
frame,27,,27,30,1,30,active,G,False,False,691200,-9798.47802734375,500819.6015625,11575673.752958093,-0.014176038812707972,0.7245653957790799,4.092335908042801,78.125,-78.125,27,464,196,B
frame,27,,27,30,1,30,active,Q,False,False,691200,1220771.9277489437,1454536.6489886781,273726651.2718793,1.7661630899145597,2.104364364856305,19.900165005185805,609.321044921875,609.321044921875,27,470,198,B
frame,27,,27,30,1,30,active,D,False,False,691200,1230570.4057762874,1455088.4851150196,274759451.2994495,1.7803391287272676,2.1051627388816834,19.937672387630208,565.1834716796875,565.1834716796875,27,460,198,B
adjacent,27,26,27,30,1,30,activeInterior,deltaG,False,False,691200,-6441.623474121094,496495.0864868164,22320007.545453828,-0.00931947840584649,0.7183088635515283,5.682576667597355,156.25,-156.25,27,458,197,B
adjacent,27,26,27,30,1,30,activeInterior,deltaQ,False,False,691200,-74987.76221555518,463865.8676633104,16240291.883576006,-0.10848923931648609,0.6711022390962245,4.847245883554555,203.1236572265625,203.1236572265625,27,473,223,B
adjacent,27,26,27,30,1,30,activeInterior,deltaD,False,False,691200,-68546.13874143409,251397.20214692503,2445969.8900761427,-0.09916976091063959,0.36371122995793553,1.8811511333056183,139.0784912109375,139.0784912109375,27,448,223,B
frame,28,,28,30,1,30,active,C,False,False,691200,-2663639.9877180974,3265672.9980317275,1148765435.7243814,-3.853645815564377,4.7246426476153465,40.76747515914183,1697.337646484375,-1697.337646484375,28,447,226,B
frame,28,,28,30,1,30,active,R,False,False,691200,-1486929.6251915724,2175668.663066569,397870676.7628579,-2.1512292031128073,3.147668783371772,23.992146331548007,1611.2470092773438,-1611.2470092773438,28,447,226,B
frame,28,,28,30,1,30,active,G,False,False,691200,-3591.678466796875,500819.6015625,11575673.752958093,-0.005196294078120479,0.7245653957790799,4.092335908042801,78.125,78.125,28,464,196,B
frame,28,,28,30,1,30,active,Q,False,False,691200,1173118.6840597282,1392845.4562059732,250962511.9412633,1.6972203183734493,2.0151120604831787,19.05471956964954,556.5631103515625,556.5631103515625,28,470,198,B
frame,28,,28,30,1,30,active,D,False,False,691200,1176710.362526525,1384666.3055171084,244815080.20475978,1.7024166124515698,2.003278798491187,18.81989596391368,478.4381103515625,478.4381103515625,28,470,198,B
adjacent,28,27,28,30,1,30,activeInterior,deltaG,False,False,691200,6206.799560546875,505309.01611328125,23841621.737800114,0.008979744734587493,0.7310604978490759,5.873081559532368,156.25,156.25,28,464,196,B
adjacent,28,27,28,30,1,30,activeInterior,deltaQ,False,False,691200,-47653.24368921551,469917.7628719795,18004184.892158575,-0.0689427715411104,0.6798578745254333,5.10369681683249,232.0133056640625,-232.0133056640625,28,465,201,B
adjacent,28,27,28,30,1,30,activeInterior,deltaD,False,False,691200,-53860.043249762384,254418.04492230457,3412063.1938490495,-0.07792251627569789,0.3680816622139823,2.221808726888711,156.8133544921875,-156.8133544921875,28,448,223,B
frame,29,,29,30,1,30,active,C,False,False,691200,-2578539.7717795307,3152482.6237177188,1075225948.22963,-3.7305262901902934,4.560883425517533,39.441007801487956,1683.9312744140625,-1683.9312744140625,29,447,226,B
frame,29,,29,30,1,30,active,R,False,False,691200,-1481568.7411506476,2238880.0879226625,441343535.20974153,-2.143473294488784,3.2391204975732966,25.268910662688025,1623.8695068359375,-1623.8695068359375,29,447,226,B
frame,29,,29,30,1,30,active,G,False,False,691200,1638.00439453125,500819.6015625,11575673.752958093,0.002369798024495443,0.7245653957790799,4.092335908042801,78.125,78.125,29,464,196,B
frame,29,,29,30,1,30,active,Q,False,False,691200,1098609.0350234143,1292531.288643161,182962958.95934066,1.5894227937260046,1.8699816097267956,16.269706665330446,482.43505859375,482.43505859375,29,447,223,B
frame,29,,29,30,1,30,active,D,False,False,691200,1096971.030628883,1279918.3907122107,173938337.5545751,1.587052995701509,1.8517337828591012,15.863382375686594,406.57568359375,406.57568359375,29,446,211,B
adjacent,29,28,29,30,1,30,activeInterior,deltaG,False,False,691200,5229.682861328125,485785.36865234375,21161849.13196052,0.007566092102615922,0.702814480110451,5.533181830982188,156.25,-156.25,29,462,197,B
adjacent,29,28,29,30,1,30,activeInterior,deltaQ,False,False,691200,-74509.64903631387,521428.04734278144,21760640.18611613,-0.10779752464744484,0.7543808555306445,5.610918612551125,281.005859375,-281.005859375,29,453,221,B
adjacent,29,28,29,30,1,30,activeInterior,deltaD,False,False,691200,-79739.331897642,354455.9751204341,8526530.408153893,-0.11536361675006077,0.5128124640052576,3.5122409964796373,164.6785888671875,-164.6785888671875,29,454,220,B
frame,30,,30,30,1,30,active,C,False,False,691200,-2570724.248618394,3137343.072838038,1072748726.566876,-3.7192191096909637,4.538980140101328,39.39554737555004,1692.8533325195312,-1692.8533325195312,30,447,226,B
frame,30,,30,30,1,30,active,R,False,False,691200,-1420062.2240782632,2158505.489093269,412389827.79246897,-2.0544881714095244,3.122837802507623,24.425986198781942,1616.752685546875,-1616.752685546875,30,447,226,B
frame,30,,30,30,1,30,active,G,False,False,691200,2028.2559814453125,500819.6015625,11575673.752958093,0.002934398121303982,0.7245653957790799,4.092335908042801,78.125,-78.125,30,464,196,B
frame,30,,30,30,1,30,active,Q,False,False,691200,1152690.2805215763,1367468.2388849342,202264184.95612258,1.6676653364027434,1.9783973363497311,17.10636087546962,499.2490234375,499.2490234375,30,482,219,B
frame,30,,30,30,1,30,active,D,False,False,691200,1150662.024540131,1353926.4337359937,193998127.14775422,1.6647309382814395,1.9588056043634168,16.753166468759524,479.6416015625,479.6416015625,30,481,208,B
adjacent,30,29,30,30,1,30,activeInterior,deltaG,False,False,691200,390.2515869140625,497473.97216796875,22433755.758578792,0.0005646000968085395,0.7197250754744918,5.697038165896784,156.25,-156.25,30,464,196,B
adjacent,30,29,30,30,1,30,activeInterior,deltaQ,False,False,691200,54081.245498161996,463367.0370482595,16513538.948468108,0.078242542676739,0.6703805512850977,4.887853862057932,213.13916015625,213.13916015625,30,481,223,B
adjacent,30,29,30,30,1,30,activeInterior,deltaD,False,False,691200,53690.99391124793,260194.89314839267,3083054.9501640005,0.07767794257993046,0.3764393708744107,2.111974975219844,186.93798828125,186.93798828125,30,481,208,B
frame,31,,31,30,1,30,active,C,False,False,691200,-2571918.293006373,3158936.1943584806,1102395196.5333195,-3.720946604465239,4.570220188597339,39.93620485158186,1704.2232666015625,-1704.2232666015625,31,447,226,B
frame,31,,31,30,1,30,active,R,False,False,691200,-1581046.2187242103,2320139.8258544994,493058010.9557896,-2.2873932562560912,3.3566837758311623,26.70835529758884,1641.968017578125,-1641.968017578125,31,447,226,B
frame,31,,31,30,1,30,active,G,False,False,691200,-1432.7010498046875,500819.6015625,11575673.752958093,-0.0020727735095553926,0.7245653957790799,4.092335908042801,78.125,-78.125,31,464,196,B
frame,31,,31,30,1,30,active,Q,False,False,691200,989439.3732323581,1206969.3660992216,155498643.74756742,1.4314805746995922,1.7461941060463275,14.998970052775293,473.008056640625,473.008056640625,31,482,218,B
frame,31,,31,30,1,30,active,D,False,False,691200,990872.0742821628,1192086.6824995428,149145319.28579313,1.4335533482091476,1.7246624457458664,14.689362533884845,442.0604248046875,442.0604248046875,31,481,223,B
adjacent,31,30,31,30,1,30,activeInterior,deltaG,False,False,691200,-3460.95703125,496292.25354003906,22752180.016255356,-0.005007171630859375,0.7180154131076955,5.737327523059053,156.25,-156.25,31,460,197,B
adjacent,31,30,31,30,1,30,activeInterior,deltaQ,False,False,691200,-163250.90728921816,491730.23908065166,20177005.532514054,-0.23618476170315128,0.7114152764477021,5.402894555540577,258.4412841796875,-258.4412841796875,31,465,228,B
adjacent,31,30,31,30,1,30,activeInterior,deltaD,False,False,691200,-159789.95025796816,286667.2649017554,5866900.3991514025,-0.23117759007229188,0.41473851982314147,2.913415946208872,213.2042236328125,-213.2042236328125,31,481,208,B
frame,32,,32,30,1,30,active,C,False,False,691200,-2732823.388233114,3323438.4328688867,1297564621.303337,-3.953737540846519,4.808215325331144,43.32740045696069,1688.634765625,-1688.634765625,32,447,226,B
frame,32,,32,30,1,30,active,R,False,False,691200,-1572166.16821631,2301178.2470736126,482835248.18382585,-2.2745459609610967,3.3292509361597404,26.430027733748076,1575.4537963867188,-1575.4537963867188,32,472,198,B
frame,32,,32,30,1,30,active,G,False,False,691200,-19858.73651123047,500819.6015625,11575673.752958093,-0.0287308109248126,0.7245653957790799,4.092335908042801,78.125,78.125,32,464,196,B
frame,32,,32,30,1,30,active,Q,False,False,691200,1140798.4835055736,1384900.9586831848,235242127.55609956,1.65046076896061,2.0036182851319224,18.44827163204279,537.7525634765625,537.7525634765625,32,475,231,B
frame,32,,32,30,1,30,active,D,False,False,691200,1160657.220016804,1387476.8608649443,237374232.04381838,1.6791915798854224,2.007344995464329,18.531685517484647,576.6749267578125,576.6749267578125,32,476,231,B
adjacent,32,31,32,30,1,30,activeInterior,deltaG,False,False,691200,-18426.03546142578,512601.0874633789,24861799.42828894,-0.026658037415257206,0.7416103695940088,5.997419322068749,156.25,156.25,32,464,196,B
adjacent,32,31,32,30,1,30,activeInterior,deltaQ,False,False,691200,151359.11027321545,531333.9752704012,27239317.94745892,0.21898019426101772,0.7687123484814833,6.277637728986367,324.6153564453125,324.6153564453125,32,456,221,B
adjacent,32,31,32,30,1,30,activeInterior,deltaD,False,False,691200,169785.14573464124,332865.3637336721,13623758.720993975,0.24563823167627494,0.4815760470683913,4.439628258707267,195.681640625,195.681640625,32,455,221,B
frame,33,,33,30,1,30,active,C,False,False,691200,-2559858.1554678353,3126215.429782775,1068675530.0636077,-3.7034984888134193,4.522881119477395,39.32068435649768,1707.2382202148438,-1707.2382202148438,33,447,226,B
frame,33,,33,30,1,30,active,R,False,False,691200,-1480991.9261851795,2213538.7946553715,416928950.68934506,-2.142638782096614,3.2024577468972386,24.560045192610232,1569.5914916992188,-1569.5914916992188,33,472,198,B
frame,33,,33,30,1,30,active,G,False,False,691200,4901.844055175781,500819.6015625,11575673.752958093,0.007091788274270517,0.7245653957790799,4.092335908042801,78.125,-78.125,33,464,196,B
frame,33,,33,30,1,30,active,Q,False,False,691200,1083768.0733378313,1316960.7305282976,197174156.06720662,1.5679514949910753,1.9053251309726529,16.889746474617713,502.591552734375,502.591552734375,33,449,228,B
frame,33,,33,30,1,30,active,D,False,False,691200,1078866.2292826555,1299061.64656931,188488048.72805244,1.5608597067168049,1.8794294655227286,16.51353474447613,480.8101806640625,480.8101806640625,33,459,198,B
adjacent,33,32,33,30,1,30,activeInterior,deltaG,False,False,691200,24760.58056640625,487021.25451660156,21409839.959921233,0.035822599199083115,0.7046025094279537,5.565508440499838,156.25,-156.25,33,464,196,B
adjacent,33,32,33,30,1,30,activeInterior,deltaQ,False,False,691200,-57030.41016774229,470679.535508787,17352068.769554727,-0.08250927396953456,0.680959976141185,5.01041576714515,257.7349853515625,-257.7349853515625,33,468,225,B
adjacent,33,32,33,30,1,30,activeInterior,deltaD,False,False,691200,-81790.99073414854,253435.84007064975,5456293.932593406,-0.11833187316861768,0.3666606482503613,2.8096163026683247,190.5570068359375,-190.5570068359375,33,476,231,B
frame,34,,34,30,1,30,active,C,False,False,691200,-2593585.291963155,3139162.0941717573,1155556078.2979398,-3.7522935358263236,4.541611826058677,40.88779103682249,1692.13525390625,-1692.13525390625,34,447,226,B
frame,34,,34,30,1,30,active,R,False,False,691200,-1517843.0650406657,2252254.4100918947,442484455.41482484,-2.195953508450037,3.2584699220079494,25.30155099889508,1615.774169921875,-1615.774169921875,34,447,226,B
frame,34,,34,30,1,30,active,G,False,False,691200,3322.774169921875,500819.6015625,11575673.752958093,0.004807254296761972,0.7245653957790799,4.092335908042801,78.125,78.125,34,464,196,B
frame,34,,34,30,1,30,active,Q,False,False,691200,1079065.001092411,1304525.6132938736,219258681.41993314,1.5611472816730485,1.8873345099737755,17.810517328737657,532.513427734375,532.513427734375,34,470,198,B
frame,34,,34,30,1,30,active,D,False,False,691200,1075742.2269224892,1267599.8204004862,210187868.62592438,1.5563400273762864,1.8339117771997775,17.438212211076134,454.388427734375,454.388427734375,34,470,198,B
adjacent,34,33,34,30,1,30,activeInterior,deltaG,False,False,691200,-1579.0698852539062,503709.38165283203,23313418.63917162,-0.002284533977508545,0.7287462118819907,5.807659105113603,156.25,156.25,34,464,196,B
adjacent,34,33,34,30,1,30,activeInterior,deltaQ,False,False,691200,-4703.07224542019,476420.77393607725,17866818.26051255,-0.006804213318026895,0.6892661659954822,5.084189684885778,223.3671875,223.3671875,34,475,218,B
adjacent,34,33,34,30,1,30,activeInterior,deltaD,False,False,691200,-3124.0023601662833,281159.87910550996,3567935.4525053855,-0.00451967934051835,0.40677065842811044,2.2719911206586043,134.4375,134.4375,34,483,221,B
frame,35,,35,30,1,30,active,C,False,False,691200,-2660018.2351011615,3239282.779006956,1214018223.0254374,-3.8484060114310785,4.686462353887379,41.90933195687476,1699.298583984375,-1699.298583984375,35,447,226,B
frame,35,,35,30,1,30,active,R,False,False,691200,-1434659.0591215338,2110817.464210495,373818511.9999066,-2.075606277664256,3.0538447109526836,23.255652936832014,1604.6324462890625,-1604.6324462890625,35,452,232,B
frame,35,,35,30,1,30,active,G,False,False,691200,10368.105163574219,500819.6015625,11575673.752958093,0.015000152146374738,0.7245653957790799,4.092335908042801,78.125,-78.125,35,464,196,B
frame,35,,35,30,1,30,active,Q,False,False,691200,1235727.281143202,1464559.238920636,316209251.69279814,1.7877998859131974,2.118864639642124,21.388750845946973,603.6514892578125,603.6514892578125,35,462,198,B
frame,35,,35,30,1,30,active,D,False,False,691200,1225359.1759796278,1440607.1657838183,301183595.8089382,1.7727997337668226,2.084211756052978,20.874389954525128,549.042236328125,549.042236328125,35,470,198,B
adjacent,35,34,35,30,1,30,activeInterior,deltaG,False,False,691200,7045.330993652344,498878.31170654297,23332427.868455734,0.010192897849612767,0.721756816705068,5.810026338983939,156.25,-156.25,35,464,196,B
adjacent,35,34,35,30,1,30,activeInterior,deltaQ,False,False,691200,156662.28005079087,545391.1769051347,26870459.976101656,0.22665260424014883,0.7890497351058083,6.234988915064758,326.616943359375,326.616943359375,35,481,208,B
adjacent,35,34,35,30,1,30,activeInterior,deltaD,False,False,691200,149616.94905713852,371344.9166370472,11217787.534891972,0.21645970639053605,0.5372466965235058,4.028577662712743,180.6588134765625,180.6588134765625,35,478,206,B
frame,36,,36,30,1,30,returnedInput,C,False,False,691200,-2703469.3518749936,3300832.322975145,1268944782.1019597,-3.9112693169487756,4.775509726526541,42.84690902497791,1694.3451538085938,-1694.3451538085938,36,452,232,B
frame,36,,36,30,1,30,returnedInput,R,False,False,691200,-1943265.1475861892,2639779.4046324715,708653795.8749535,-2.81143684546613,3.819125296053923,32.019547791799155,1634.6380004882812,-1634.6380004882812,36,447,226,B
frame,36,,36,30,1,30,returnedInput,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,R
frame,36,,36,30,1,30,returnedInput,Q,False,False,691200,760204.2042888044,856734.5863261088,94653206.45220995,1.0998324714826453,1.239488695494949,11.702153769854206,400.7294921875,400.7294921875,36,476,231,B
frame,36,,36,30,1,30,returnedInput,D,False,False,691200,760204.2042888044,856734.5863261088,94653206.45220995,1.0998324714826453,1.239488695494949,11.702153769854206,400.7294921875,400.7294921875,36,476,231,B
adjacent,36,35,36,30,1,30,return,deltaG,False,False,691200,-10368.105163574219,500819.6015625,11575673.752958093,-0.015000152146374738,0.7245653957790799,4.092335908042801,78.125,78.125,36,464,196,B
adjacent,36,35,36,30,1,30,return,deltaQ,False,False,691200,-475523.07685439754,685559.4093230413,71943759.59981771,-0.687967414430552,0.9918394232104186,10.202220363575691,349.352294921875,-349.352294921875,36,448,226,B
adjacent,36,35,36,30,1,30,return,deltaD,False,False,691200,-465154.9716908233,652818.5186895868,61785132.417124756,-0.6729672622841772,0.9444712365300735,9.454533960435842,300.6810302734375,-300.6810302734375,36,449,228,B
frame,37,,37,30,1,30,returnedInput,C,False,False,691200,-2614266.0786068207,3190992.922137416,1151985717.510792,-3.7822136553918124,4.616598556333067,40.824575972606986,1706.6436157226562,-1706.6436157226562,37,447,226,B
frame,37,,37,30,1,30,returnedInput,R,False,False,691200,-2309422.596930166,2926311.5582722025,965764557.3406055,-3.3411785256512814,4.2336683424077,37.37952401512011,1672.2235107421875,-1672.2235107421875,37,447,226,B
frame,37,,37,30,1,30,returnedInput,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,R
frame,37,,37,30,1,30,returnedInput,Q,False,False,691200,304843.4816766549,369281.04281691555,10649107.435129536,0.44103512974053083,0.5342607679642876,3.925136275929828,212.5318603515625,212.5318603515625,37,449,204,B
frame,37,,37,30,1,30,returnedInput,D,False,False,691200,304843.4816766549,369281.04281691555,10649107.435129536,0.44103512974053083,0.5342607679642876,3.925136275929828,212.5318603515625,212.5318603515625,37,449,204,B
adjacent,37,36,37,30,1,30,returnedInterior,deltaG,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,R
adjacent,37,36,37,30,1,30,returnedInterior,deltaQ,False,False,691200,-455360.72261214955,507518.0762313022,46087619.949282706,-0.6587973417421145,0.7342564760290831,8.165640874961776,256.569091796875,-256.569091796875,37,482,211,B
adjacent,37,36,37,30,1,30,returnedInterior,deltaD,False,False,691200,-455360.72261214955,507518.0762313022,46087619.949282706,-0.6587973417421145,0.7342564760290831,8.165640874961776,256.569091796875,-256.569091796875,37,482,211,B
frame,38,,38,30,1,30,returnedInput,C,False,False,691200,-2478356.231574128,3085236.347297559,992179098.9059993,-3.5855848257727545,4.463594252455959,37.88725772849973,1667.8987426757812,-1667.8987426757812,38,447,226,B
frame,38,,38,30,1,30,returnedInput,R,False,False,691200,-2486062.5468519176,3081816.3849459733,1058168348.7143257,-3.596734008755668,4.458646390257485,39.12690706352256,1686.014892578125,-1686.014892578125,38,447,226,B
frame,38,,38,30,1,30,returnedInput,G,False,False,691200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,R
frame,38,,38,30,1,30,returnedInput,Q,False,False,691200,-7706.315277789719,198952.46214509103,2670999.4710715925,-0.011149182982913368,0.2878363167608377,1.9657805615707493,148.260986328125,-148.260986328125,38,453,231,B
