workload,completedWallSeconds,arm,armIndex,confidence,endUptimeNanoseconds,erosionCompletedWallSeconds,expectedByteEqual,expectedSHA256,historicalProductionExact,inputSHA256,maskIndex,maskName,maskProvenance,measured,mlxBytes,motionCompletedWallSeconds,orderIndex,outputBytes,outputNonfiniteScalars,outputSHA256,pairIndex,pass,phase,previousSourceFrameIndex,reliableFractionBits,reset,scalarValuesFinite,sourceFrameIndex,sourcePairIndex,startUptimeNanoseconds,vectors,warpedLumaErrorBits
isolated,0.002645875,candidate,1,,1055743622219291,0.002645875,true,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,,6c5f8a443a7b5b54701f1a7774dac18df1a092494a23d814bdd77e6c6bbe710b,9,natural-1506,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,4,8294400,0,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,18,1,warmup,,,,,1506,,1055743619573416,,
isolated,0.002632167,candidate,0,,1055743645093333,0.002632167,true,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,,3cd48e5b732947674c4a6e32824115b3e41ae92049a89938af339726f6f4ede5,8,natural-1505,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,5,8294400,0,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,19,1,warmup,,,,,1505,,1055743642461166,,
isolated,0.005655875,baseline,1,,1055743660032708,0.005655875,true,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,,3cd48e5b732947674c4a6e32824115b3e41ae92049a89938af339726f6f4ede5,8,natural-1505,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,5,8294400,0,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,19,1,warmup,,,,,1505,,1055743654376833,,
isolated,0.003531166,baseline,0,,1055743682375541,0.003531166,true,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,,bc1efaeb0a94427015bf1b360a9ed5013c1959c7be0f97eacee15e97fa4d5345,7,natural-1504,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,6,8294400,0,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,20,1,warmup,,,,,1504,,1055743678844375,,
isolated,0.002680709,candidate,1,,1055743695217625,0.002680709,true,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,,bc1efaeb0a94427015bf1b360a9ed5013c1959c7be0f97eacee15e97fa4d5345,7,natural-1504,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,6,8294400,0,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,20,1,warmup,,,,,1504,,1055743692536916,,
isolated,0.001633333,candidate,0,,1055743716122916,0.001633333,true,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,,cb432adf0baf47a4e0ed095cc7d823427738c5aa006135d016d6ae9ddee87899,6,natural-1503,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,7,8294400,0,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,21,1,warmup,,,,,1503,,1055743714489583,,
isolated,0.006348375,baseline,1,,1055743731915041,0.006348375,true,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,,cb432adf0baf47a4e0ed095cc7d823427738c5aa006135d016d6ae9ddee87899,6,natural-1503,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,7,8294400,0,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,21,1,warmup,,,,,1503,,1055743725566666,,
isolated,0.003420833,baseline,0,,1055743754226833,0.003420833,true,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,,80fb7b59839bc3ef553ea700cca4948213992df8929b065322b349df5c2b9974,5,natural-1502,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,8,8294400,0,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,22,1,warmup,,,,,1502,,1055743750806000,,
isolated,0.001666792,candidate,1,,1055743765162125,0.001666792,true,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,,80fb7b59839bc3ef553ea700cca4948213992df8929b065322b349df5c2b9974,5,natural-1502,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,8,8294400,0,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,22,1,warmup,,,,,1502,,1055743763495333,,
isolated,0.002679083,candidate,0,,1055743787223208,0.002679083,true,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,,10a50f2709cccd846b33cda5498a15b41ad61332e2284bd7c8a188f4134d4c12,4,natural-1501,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,9,8294400,0,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,23,1,warmup,,,,,1501,,1055743784544125,,
isolated,0.006823208,baseline,1,,1055743803448208,0.006823208,true,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,,10a50f2709cccd846b33cda5498a15b41ad61332e2284bd7c8a188f4134d4c12,4,natural-1501,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,9,8294400,0,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,23,1,warmup,,,,,1501,,1055743796625000,,
isolated,0.0035345,baseline,0,,1055743826068250,0.0035345,true,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,,a1831330a8b322484403fd9244f7cff12dcec82bc068b0215790e84a55edb66c,3,natural-1500,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,10,8294400,0,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,24,1,warmup,,,,,1500,,1055743822533750,,
isolated,0.001675084,candidate,1,,1055743837264500,0.001675084,true,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,,a1831330a8b322484403fd9244f7cff12dcec82bc068b0215790e84a55edb66c,3,natural-1500,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,10,8294400,0,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,24,1,warmup,,,,,1500,,1055743835589416,,
isolated,0.001657209,candidate,0,,1055743857755750,0.001657209,true,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,,189292e00661ef089f37c248b608e927d6ac2828d78ec57b3b8a070aee243ef1,2,natural-1499,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,11,8294400,0,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,25,1,warmup,,,,,1499,,1055743856098541,,
isolated,0.006388083,baseline,1,,1055743873636416,0.006388083,true,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,,189292e00661ef089f37c248b608e927d6ac2828d78ec57b3b8a070aee243ef1,2,natural-1499,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,11,8294400,0,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,25,1,warmup,,,,,1499,,1055743867248333,,
isolated,0.001439125,baseline,0,,1055743894787666,0.001439125,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,1,natural-1498,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,12,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,26,1,warmup,,,,,1498,,1055743893348541,,
isolated,0.001063167,candidate,1,,1055743905781500,0.001063167,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,1,natural-1498,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,12,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,26,1,warmup,,,,,1498,,1055743904718333,,
isolated,0.002810625,candidate,0,,1055743930159041,0.002810625,true,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,,7389257eb62b35d1311f9027f2cc088363fdef9f52406398a05024e96ca7634f,0,natural-1497,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,13,8294400,0,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,27,1,warmup,,,,,1497,,1055743927348416,,
isolated,0.005945333,baseline,1,,1055743951723291,0.005945333,true,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,,7389257eb62b35d1311f9027f2cc088363fdef9f52406398a05024e96ca7634f,0,natural-1497,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,13,8294400,0,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,27,1,warmup,,,,,1497,,1055743945777958,,
isolated,0.006223416,baseline,0,,1055743984120416,0.006223416,true,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,,7389257eb62b35d1311f9027f2cc088363fdef9f52406398a05024e96ca7634f,0,natural-1497,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,0,8294400,0,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,28,2,warmup,,,,,1497,,1055743977897000,,
isolated,0.002918042,candidate,1,,1055744000259083,0.002918042,true,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,,7389257eb62b35d1311f9027f2cc088363fdef9f52406398a05024e96ca7634f,0,natural-1497,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,0,8294400,0,ff24d7286b3978166808fccb18ded53d06f8a0687fe03a9af73eba1e698dc25c,28,2,warmup,,,,,1497,,1055743997341041,,
isolated,0.001128625,candidate,0,,1055744028978791,0.001128625,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,1,natural-1498,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,1,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,29,2,warmup,,,,,1498,,1055744027850166,,
isolated,0.001190083,baseline,1,,1055744040816208,0.001190083,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,1,natural-1498,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,1,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,29,2,warmup,,,,,1498,,1055744039626125,,
isolated,0.006353542,baseline,0,,1055744068929458,0.006353542,true,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,,189292e00661ef089f37c248b608e927d6ac2828d78ec57b3b8a070aee243ef1,2,natural-1499,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,2,8294400,0,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,30,2,warmup,,,,,1499,,1055744062575916,,
isolated,0.001695583,candidate,1,,1055744081509916,0.001695583,true,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,,189292e00661ef089f37c248b608e927d6ac2828d78ec57b3b8a070aee243ef1,2,natural-1499,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,2,8294400,0,e4d7d9ae97135d7dc185243b19490a1f40bcca651cf2b759538db368bedc01b7,30,2,warmup,,,,,1499,,1055744079814333,,
isolated,0.002560625,candidate,0,,1055744105586958,0.002560625,true,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,,a1831330a8b322484403fd9244f7cff12dcec82bc068b0215790e84a55edb66c,3,natural-1500,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,3,8294400,0,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,31,2,warmup,,,,,1500,,1055744103026333,,
isolated,0.003484666,baseline,1,,1055744119494916,0.003484666,true,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,,a1831330a8b322484403fd9244f7cff12dcec82bc068b0215790e84a55edb66c,3,natural-1500,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,3,8294400,0,ff2eeb16566030b9dd06a8c01bbf967fa94070c40acdbbea6a0d2dc48c7167eb,31,2,warmup,,,,,1500,,1055744116010250,,
isolated,0.003701083,baseline,0,,1055744143605208,0.003701083,true,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,,10a50f2709cccd846b33cda5498a15b41ad61332e2284bd7c8a188f4134d4c12,4,natural-1501,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,4,8294400,0,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,32,2,warmup,,,,,1501,,1055744139904125,,
isolated,0.003058458,candidate,1,,1055744157197708,0.003058458,true,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,,10a50f2709cccd846b33cda5498a15b41ad61332e2284bd7c8a188f4134d4c12,4,natural-1501,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,4,8294400,0,7e53933ec6ffad34b19572512b6e4dd79cdf79d53cce1b9679f28641c8345004,32,2,warmup,,,,,1501,,1055744154139250,,
isolated,0.002747667,candidate,0,,1055744180614750,0.002747667,true,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,,80fb7b59839bc3ef553ea700cca4948213992df8929b065322b349df5c2b9974,5,natural-1502,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,5,8294400,0,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,33,2,warmup,,,,,1502,,1055744177867083,,
isolated,0.00607675,baseline,1,,1055744197352000,0.00607675,true,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,,80fb7b59839bc3ef553ea700cca4948213992df8929b065322b349df5c2b9974,5,natural-1502,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,5,8294400,0,a1dc46082a3247c370a0bea80eac8a6a710ea1d6c4447263d927751d18344a45,33,2,warmup,,,,,1502,,1055744191275250,,
isolated,0.003434208,baseline,0,,1055744221669333,0.003434208,true,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,,cb432adf0baf47a4e0ed095cc7d823427738c5aa006135d016d6ae9ddee87899,6,natural-1503,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,6,8294400,0,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,34,2,warmup,,,,,1503,,1055744218235125,,
isolated,0.001609208,candidate,1,,1055744233914666,0.001609208,true,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,,cb432adf0baf47a4e0ed095cc7d823427738c5aa006135d016d6ae9ddee87899,6,natural-1503,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,6,8294400,0,258955f94ba510e2de8a6b14dfe07f10e1b6ab8e7d73c54fe6bc36c37eaa3d6d,34,2,warmup,,,,,1503,,1055744232305458,,
isolated,0.001601084,candidate,0,,1055744256429750,0.001601084,true,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,,bc1efaeb0a94427015bf1b360a9ed5013c1959c7be0f97eacee15e97fa4d5345,7,natural-1504,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,7,8294400,0,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,35,2,warmup,,,,,1504,,1055744254828666,,
isolated,0.006007958,baseline,1,,1055744273074708,0.006007958,true,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,,bc1efaeb0a94427015bf1b360a9ed5013c1959c7be0f97eacee15e97fa4d5345,7,natural-1504,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,7,8294400,0,19e13139913e3ab371c6400a1c7c2c109d1d6fdfbe6cb24aaa64906f6d77c38d,35,2,warmup,,,,,1504,,1055744267066750,,
isolated,0.006343875,baseline,0,,1055744301019041,0.006343875,true,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,,3cd48e5b732947674c4a6e32824115b3e41ae92049a89938af339726f6f4ede5,8,natural-1505,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,8,8294400,0,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,36,2,warmup,,,,,1505,,1055744294675166,,
isolated,0.000890958,candidate,1,,1055744312424958,0.000890958,true,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,,3cd48e5b732947674c4a6e32824115b3e41ae92049a89938af339726f6f4ede5,8,natural-1505,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,8,8294400,0,def4be0fb3fad44d0bba17f4ec87b34a29779692689a1e34b7c1d14c9890783d,36,2,warmup,,,,,1505,,1055744311534000,,
isolated,0.002640667,candidate,0,,1055744335914375,0.002640667,true,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,,6c5f8a443a7b5b54701f1a7774dac18df1a092494a23d814bdd77e6c6bbe710b,9,natural-1506,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,9,8294400,0,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,37,2,warmup,,,,,1506,,1055744333273708,,
isolated,0.003068209,baseline,1,,1055744349663000,0.003068209,true,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,,6c5f8a443a7b5b54701f1a7774dac18df1a092494a23d814bdd77e6c6bbe710b,9,natural-1506,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,9,8294400,0,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,37,2,warmup,,,,,1506,,1055744346594791,,
isolated,0.004752375,baseline,0,,1055744375490333,0.004752375,true,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,,8c68fdeba1e149eae0336bbc5b4aecca6822250c7a21a8bcb8a057ee93d8da2f,10,natural-1507,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,10,8294400,0,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,38,2,warmup,,,,,1507,,1055744370737958,,
isolated,0.002659166,candidate,1,,1055744388991541,0.002659166,true,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,,8c68fdeba1e149eae0336bbc5b4aecca6822250c7a21a8bcb8a057ee93d8da2f,10,natural-1507,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,10,8294400,0,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,38,2,warmup,,,,,1507,,1055744386332375,,
isolated,0.00177675,candidate,0,,1055744411827916,0.00177675,true,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,11,all-positive,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,11,8294400,0,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,39,2,warmup,,,,,null,,1055744410051166,,
isolated,0.004216917,baseline,1,,1055744427124833,0.004216917,true,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,11,all-positive,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,11,8294400,0,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,39,2,warmup,,,,,null,,1055744422907916,,
isolated,0.008007875,baseline,0,,1055744456443833,0.008007875,true,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,,80a6d83d82542a5c2fca9e35e10a611b62695ff07a8d290907159ff9876b37e8,12,sparse-invalid,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,12,8294400,0,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,40,2,warmup,,,,,null,,1055744448435958,,
isolated,0.000717,candidate,1,,1055744468382375,0.000717,true,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,,80a6d83d82542a5c2fca9e35e10a611b62695ff07a8d290907159ff9876b37e8,12,sparse-invalid,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,12,8294400,0,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,40,2,warmup,,,,,null,,1055744467665375,,
isolated,0.001200417,candidate,0,,1055744491514250,0.001200417,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,863b06634ceb4d3448bd4b50416825b3de7c01f07ab7f5f7272101def693195b,13,dense-invalid,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,13,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,41,2,warmup,,,,,null,,1055744490313833,,
isolated,0.001723875,baseline,1,,1055744504406666,0.001723875,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,863b06634ceb4d3448bd4b50416825b3de7c01f07ab7f5f7272101def693195b,13,dense-invalid,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,13,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,41,2,warmup,,,,,null,,1055744502682791,,
isolated,0.001538292,baseline,0,,1055744527383333,0.001538292,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,863b06634ceb4d3448bd4b50416825b3de7c01f07ab7f5f7272101def693195b,13,dense-invalid,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,0,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,42,3,warmup,,,,,null,,1055744525845041,,
isolated,0.0015085,candidate,1,,1055744539937291,0.0015085,true,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,,863b06634ceb4d3448bd4b50416825b3de7c01f07ab7f5f7272101def693195b,13,dense-invalid,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,0,8294400,0,788ae0147bdf979a6575938ca2d7d4403788588f7be2010f03776c968fd1ab49,42,3,warmup,,,,,null,,1055744538428791,,
isolated,0.001894375,candidate,0,,1055744564400083,0.001894375,true,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,,80a6d83d82542a5c2fca9e35e10a611b62695ff07a8d290907159ff9876b37e8,12,sparse-invalid,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,1,8294400,0,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,43,3,warmup,,,,,null,,1055744562505708,,
isolated,0.007750667,baseline,1,,1055744583513125,0.007750667,true,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,,80a6d83d82542a5c2fca9e35e10a611b62695ff07a8d290907159ff9876b37e8,12,sparse-invalid,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,1,8294400,0,2925f3cdc8173bf2ceb5c91d1bc8f9ad294f4b952c68c3bcada8b61c29b404ed,43,3,warmup,,,,,null,,1055744575762458,,
isolated,0.007927125,baseline,0,,1055744615726041,0.007927125,true,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,11,all-positive,synthetic,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,2,8294400,0,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,44,3,warmup,,,,,null,,1055744607798916,,
isolated,0.002179042,candidate,1,,1055744629592833,0.002179042,true,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,11,all-positive,synthetic,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,2,8294400,0,8a51d9d7f9968563b7dd371f289fda22b1230b08f8f427295bd9f3c4250275e5,44,3,warmup,,,,,null,,1055744627413791,,
isolated,0.002665417,candidate,0,,1055744656438458,0.002665417,true,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,,8c68fdeba1e149eae0336bbc5b4aecca6822250c7a21a8bcb8a057ee93d8da2f,10,natural-1507,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,3,8294400,0,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,45,3,warmup,,,,,1507,,1055744653773041,,
isolated,0.00646475,baseline,1,,1055744677278916,0.00646475,true,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,,8c68fdeba1e149eae0336bbc5b4aecca6822250c7a21a8bcb8a057ee93d8da2f,10,natural-1507,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,3,8294400,0,4a85e0bcb8f464c66c75cb11c1eec19ea4773c4d0c27fb17ca25c0938dce94de,45,3,warmup,,,,,1507,,1055744670814166,,
isolated,0.00315875,baseline,0,,1055744707402500,0.00315875,true,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,,6c5f8a443a7b5b54701f1a7774dac18df1a092494a23d814bdd77e6c6bbe710b,9,natural-1506,natural,false,"{""active"":124600352,""cache"":10393010,""peakActive"":134987808}",,4,8294400,0,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,46,3,warmup,,,,,1506,,1055744704243750,,
isolated,0.00171125,candidate,1,,1055744728191958,0.00171125,true,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,,6c5f8a443a7b5b54701f1a7774dac18df1a092494a23d814bdd77e6c6bbe710b,9,natural-1506,natural,false,"{""active"":126681120,""cache"":8312242,""peakActive"":134987808}",,4,8294400,0,4884d6f9f54612fb41275b8e8d13cddd2192972bfafae0abaa4314560ed442e6,46,3,warmup,,,,,1506,,1055744726480708,,
