configuration,source_frame_index,pts_value,pts_timescale,original_mean_nits,identity_mean_nits,enhanced_mean_nits,enhanced_minus_original_mean_nits,usable_common_support
anchor1512/strict,1523,1765524,24000,49.054229859816814,49.0542297622798,50.05821102508975,1.0039811652729327,false
anchor1512/strict,1524,1766525,24000,49.03847798784138,49.03847788581012,49.52865151254641,0.4901735247050283,false
anchor1512/strict,1525,1767526,24000,49.10906661550759,49.10906652699265,49.9105774690545,0.8015108535469153,false
anchor1512/strict,1526,1768527,24000,49.10921026909497,49.10921019120019,49.683041993795435,0.5738317247004616,false
anchor1512/strict,1527,1769528,24000,49.09193540021727,49.091935333652366,48.70584972750326,-0.3860856727140103,false
anchor1512/strict/zero_motion_same_mask,1498,1740499,24000,48.996061472207224,48.99606129202861,50.14299313138185,1.1469316591746264,false
anchor1512/strict/zero_motion_same_mask,1499,1741500,24000,49.12828258372455,49.12828237904406,49.66195497878595,0.5336723950614015,false
anchor1512/strict/zero_motion_same_mask,1500,1742501,24000,49.21039082909632,49.21039071183741,49.345696360243956,0.13530553114763677,false
anchor1512/strict/zero_motion_same_mask,1501,1743502,24000,49.20232464496033,49.20232452657022,49.36332074568823,0.16099610072789972,false
anchor1512/strict/zero_motion_same_mask,1502,1744503,24000,49.07540902861731,49.07540898532583,49.79792552562706,0.7225164970097495,false
anchor1512/strict/zero_motion_same_mask,1503,1745504,24000,48.91375442485719,48.91375439114208,48.980028408012465,0.066273983155277,false
anchor1512/strict/zero_motion_same_mask,1504,1746505,24000,49.02215811306773,49.02215804300732,49.53615259093872,0.5139944778709875,false
anchor1512/strict/zero_motion_same_mask,1505,1747506,24000,49.11994419803316,49.11994410007832,49.96150676112421,0.8415625630910526,false
anchor1512/strict/zero_motion_same_mask,1506,1748507,24000,48.997012181967115,48.99701211155598,49.65636075171691,0.6593485697497954,false
anchor1512/strict/zero_motion_same_mask,1507,1749508,24000,48.83624517919582,48.8362451101371,49.30644852140995,0.47020334221412696,false
anchor1512/strict/zero_motion_same_mask,1508,1750509,24000,48.88173299624191,48.88173294779041,49.44593741732106,0.5642044210791539,false
anchor1512/strict/zero_motion_same_mask,1509,1751510,24000,48.92398086777035,48.9239808331933,49.60634838390085,0.6823675161305047,false
anchor1512/strict/zero_motion_same_mask,1510,1752511,24000,48.98873897984,48.98873894484064,49.03412155484686,0.045382575006861714,false
anchor1512/strict/zero_motion_same_mask,1511,1753512,24000,49.005963534497766,49.005963490168064,49.225818523263705,0.21985498876593823,false
anchor1512/strict/zero_motion_same_mask,1512,1754513,24000,48.97310775545559,48.97310773908351,49.044336631710834,0.07122887625524754,false
anchor1512/strict/zero_motion_same_mask,1513,1755514,24000,48.84630556195121,48.8463054703707,48.80723904573813,-0.03906651621308299,false
anchor1512/strict/zero_motion_same_mask,1514,1756515,24000,48.970476310965395,48.97047625039421,48.772444668692536,-0.1980316422728592,false
anchor1512/strict/zero_motion_same_mask,1515,1757516,24000,48.96057898408059,48.960578907111795,49.2398642346622,0.2792852505816086,false
anchor1512/strict/zero_motion_same_mask,1516,1758517,24000,48.9073527359454,48.90735267208995,49.512692581246895,0.6053398453014935,false
anchor1512/strict/zero_motion_same_mask,1517,1759518,24000,48.91432221201476,48.91432216007969,49.30984669756543,0.39552448555067343,false
anchor1512/strict/zero_motion_same_mask,1518,1760519,24000,49.03447478358915,49.03447469398908,49.816579918548435,0.7821051349592878,false
anchor1512/strict/zero_motion_same_mask,1519,1761520,24000,49.07907909888733,49.079078998144716,49.88763168320351,0.8085525843161818,false
anchor1512/strict/zero_motion_same_mask,1520,1762521,24000,49.07412411186594,49.074124029381096,50.01457667755818,0.9404525656922402,false
anchor1512/strict/zero_motion_same_mask,1521,1763522,24000,49.05354008771509,49.053540022743825,49.901900663441715,0.8483605757266233,false
anchor1512/strict/zero_motion_same_mask,1522,1764523,24000,49.0543892057177,49.05438914236388,49.91064533577308,0.8562561300553853,false
anchor1512/strict/zero_motion_same_mask,1523,1765524,24000,49.072060526475184,49.07206044887503,50.08381825625638,1.0117577297811948,false
anchor1512/strict/zero_motion_same_mask,1524,1766525,24000,49.04316188698858,49.043161789061806,49.539071298818634,0.49590941183005555,false
anchor1512/strict/zero_motion_same_mask,1525,1767526,24000,49.1370165256315,49.13701643977694,49.94092744615622,0.8039109205247215,false
anchor1512/strict/zero_motion_same_mask,1526,1768527,24000,49.138323547502516,49.13832347196602,49.71370186600042,0.5753783184979042,false
anchor1512/strict/zero_motion_same_mask,1527,1769528,24000,49.115585587845324,49.11558552255843,48.72272708397687,-0.3928585038684531,false
anchor1512/primary,1498,1740499,24000,49.05318028246198,49.05318013080489,50.210578794385974,1.1573985119239936,true
anchor1512/primary,1499,1741500,24000,49.27035483052596,49.270354671701256,49.74027453981354,0.46991970928758064,true
anchor1512/primary,1500,1742501,24000,49.43338255026278,49.43338242569167,49.488602204029384,0.055219653766606314,true
anchor1512/primary,1501,1743502,24000,49.41984920915821,49.41984908157503,49.509340805462394,0.08949159630418535,true
anchor1512/primary,1502,1744503,24000,49.159376963801286,49.159376897724954,49.89956656766856,0.7401896038672717,true
anchor1512/primary,1503,1745504,24000,48.96889851670629,48.96889845222795,48.99713405328677,0.028235536580481835,true
anchor1512/primary,1504,1746505,24000,49.08209858942092,49.08209850724732,49.598608150006086,0.5165095605851633,true
anchor1512/primary,1505,1747506,24000,49.21970475437635,49.219704676803346,50.043172014403645,0.823467260027293,true
anchor1512/primary,1506,1748507,24000,49.05241684878689,49.05241673640669,49.69700985022956,0.6445930014426722,true
anchor1512/primary,1507,1749508,24000,48.89103413247524,48.89103405077828,49.32650279078651,0.43546865831127235,true
anchor1512/primary,1508,1750509,24000,48.95874355718916,48.95874348139328,49.50761452586579,0.5488709686766313,true
anchor1512/primary,1509,1751510,24000,49.0283260501184,49.028325981529484,49.68784430033084,0.6595182502124359,true
anchor1512/primary,1510,1752511,24000,49.06243602108208,49.062435956779375,49.10411468224741,0.04167866116533503,true
anchor1512/primary,1511,1753512,24000,49.071410488008105,49.071410415957544,49.29187638086134,0.22046589285323392,true
anchor1512/primary,1512,1754513,24000,49.00873644690988,49.00873635874619,49.093448542029265,0.08471209511938582,true
anchor1512/primary,1513,1755514,24000,48.924668276107084,48.92466817644911,48.852849978532774,-0.07181829757431046,true
anchor1512/primary,1514,1756515,24000,49.02362415144356,49.02362406887415,48.81764515297242,-0.20597899847114576,true
anchor1512/primary,1515,1757516,24000,49.026889409551984,49.026889336755104,49.30919769619903,0.2823082866470443,true
anchor1512/primary,1516,1758517,24000,48.995740998572714,48.99574090884079,49.57916756499151,0.5834265664187939,true
anchor1512/primary,1517,1759518,24000,49.00735993830418,49.00735985507151,49.37036914041774,0.3630092021135667,true
anchor1512/primary,1518,1760519,24000,49.07918089447863,49.079180821718545,49.84019712053182,0.7610162260531865,true
anchor1512/primary,1519,1761520,24000,49.12135800837735,49.12135792738761,49.912690322421874,0.7913323140445243,true
anchor1512/primary,1520,1762521,24000,49.11488353677344,49.11488345400476,50.04892044698287,0.9340369102094286,true
anchor1512/primary,1521,1763522,24000,49.10466402710457,49.10466394799265,49.9268889650226,0.8222249379180298,true
anchor1512/primary,1522,1764523,24000,49.10655089610476,49.1065508166005,49.93945294658435,0.8329020504795963,true
anchor1512/primary,1523,1765524,24000,49.12642678559863,49.12642670538691,50.116115534574064,0.989688748975432,true
anchor1512/primary,1524,1766525,24000,49.10254658215438,49.10254649660078,49.584865139151695,0.4823185569973134,true
anchor1512/primary,1525,1767526,24000,49.246169181062456,49.24616910326739,49.97775532053652,0.7315861394740608,true
anchor1512/primary,1526,1768527,24000,49.25321503056211,49.253214955346444,49.742136817950545,0.48892178738843484,true
anchor1512/primary,1527,1769528,24000,49.21247266857146,49.21247256556733,48.75916459682813,-0.4533080717433293,true
anchor1512/primary/zero_motion_same_mask,1498,1740499,24000,49.060642498134655,49.06064234652761,50.21954892356306,1.1589064254284054,true
anchor1512/primary/zero_motion_same_mask,1499,1741500,24000,49.28258774698847,49.28258758795103,49.75090561226845,0.4683178652799782,true
anchor1512/primary/zero_motion_same_mask,1500,1742501,24000,49.43789847069831,49.437898345733224,49.489192529098595,0.05129405840028767,true
anchor1512/primary/zero_motion_same_mask,1501,1743502,24000,49.423262469358804,49.4232623409189,49.50997483023049,0.08671236087168666,true
anchor1512/primary/zero_motion_same_mask,1502,1744503,24000,49.16215927667097,49.16215921063849,49.90239918575155,0.7402399090805787,true
anchor1512/primary/zero_motion_same_mask,1503,1745504,24000,48.963749453131214,48.963749387964924,48.98947572432586,0.025726271194642436,true
anchor1512/primary/zero_motion_same_mask,1504,1746505,24000,49.08805434123579,49.08805425889351,49.603906446487315,0.5158521052515255,true
anchor1512/primary/zero_motion_same_mask,1505,1747506,24000,49.232580439181355,49.232580361250314,50.05612791634923,0.8235474771678781,true
anchor1512/primary/zero_motion_same_mask,1506,1748507,24000,49.05575092638311,49.05575081385188,49.70026288794839,0.6445119615652786,true
anchor1512/primary/zero_motion_same_mask,1507,1749508,24000,48.868291389340264,48.86829130887711,49.30435599364668,0.43606460430641647,true
anchor1512/primary/zero_motion_same_mask,1508,1750509,24000,48.939273645229854,48.939273569806744,49.48925030439092,0.549976659161068,true
anchor1512/primary/zero_motion_same_mask,1509,1751510,24000,49.0017693678631,49.001769298537795,49.66155669607877,0.6597873282156712,true
anchor1512/primary/zero_motion_same_mask,1510,1752511,24000,49.051091460933094,49.05109139705889,49.0927165903761,0.04162512944300545,true
anchor1512/primary/zero_motion_same_mask,1511,1753512,24000,49.060885545808,49.0608854740814,49.2806229422976,0.21973739648959878,true
anchor1512/primary/zero_motion_same_mask,1512,1754513,24000,49.00873644690988,49.00873635874619,49.093448542029265,0.08471209511938582,true
anchor1512/primary/zero_motion_same_mask,1513,1755514,24000,48.902880918579505,48.902880819743444,48.83149548824404,-0.07138543033546796,true
anchor1512/primary/zero_motion_same_mask,1514,1756515,24000,49.00845833451794,49.00845825300477,48.80169761047111,-0.20676072404683055,true
anchor1512/primary/zero_motion_same_mask,1515,1757516,24000,49.00825012368115,49.00825005090588,49.288963953806054,0.2807138301249026,true
anchor1512/primary/zero_motion_same_mask,1516,1758517,24000,48.981408371699466,48.981408282914245,49.5629310345548,0.5815226628553347,true
anchor1512/primary/zero_motion_same_mask,1517,1759518,24000,48.98975377617623,48.98975369402435,49.351014476839914,0.361260700663685,true
anchor1512/primary/zero_motion_same_mask,1518,1760519,24000,49.07514590779985,49.07514583519302,49.83586289452344,0.7607169867235868,true
anchor1512/primary/zero_motion_same_mask,1519,1761520,24000,49.1248459921577,49.12484591146707,49.91578000075922,0.7909340086015177,true
anchor1512/primary/zero_motion_same_mask,1520,1762521,24000,49.120933382855775,49.12093329959573,50.05436205776911,0.9334286749133369,true
anchor1512/primary/zero_motion_same_mask,1521,1763522,24000,49.131304300738435,49.13130422089063,49.94884603111737,0.8175417303789345,true
anchor1512/primary/zero_motion_same_mask,1522,1764523,24000,49.132847037946455,49.132846957562016,49.959001322781226,0.8261542848347716,true
anchor1512/primary/zero_motion_same_mask,1523,1765524,24000,49.1475570826897,49.147557001611084,50.1330578575307,0.9855007748410003,true
anchor1512/primary/zero_motion_same_mask,1524,1766525,24000,49.11089321873107,49.11089313259029,49.5881605406245,0.4772673218934287,true
anchor1512/primary/zero_motion_same_mask,1525,1767526,24000,49.2721461102859,49.272146031850575,50.00259705092714,0.7304509406412407,true
anchor1512/primary/zero_motion_same_mask,1526,1768527,24000,49.28306276757957,49.28306269175144,49.769968751142294,0.4869059835627212,true
anchor1512/primary/zero_motion_same_mask,1527,1769528,24000,49.24294296749926,49.242942861757335,48.78004480488383,-0.4628981626154314,true
anchor1512/loose,1498,1740499,24000,49.01140271725198,49.01140256806035,50.163456301923894,1.1520535846719113,true
anchor1512/loose,1499,1741500,24000,49.2295554268761,49.22955527151489,49.699195984239516,0.4696405573634195,true
anchor1512/loose,1500,1742501,24000,49.39710560640285,49.39710548635905,49.45061111978346,0.05350551338060683,true
anchor1512/loose,1501,1743502,24000,49.38186320569193,49.3818630812029,49.46962684296813,0.08776363727620407,true
anchor1512/loose,1502,1744503,24000,49.117284268460345,49.11728420411132,49.8547950802084,0.7375108117480522,true
anchor1512/loose,1503,1745504,24000,48.925996362757225,48.92599629709001,48.95406875298111,0.028072390223883303,true
anchor1512/loose,1504,1746505,24000,49.039106786897726,49.03910670407099,49.55427384351694,0.5151670566192124,true
anchor1512/loose,1505,1747506,24000,49.1777521834596,49.177752107405524,49.999046735752174,0.8212945522925708,true
anchor1512/loose,1506,1748507,24000,49.008720091683465,49.00871998319981,49.652077696486515,0.6433576048030503,true
anchor1512/loose,1507,1749508,24000,48.84794235236193,48.847942271891,49.282289610730714,0.4343472583687813,true
anchor1512/loose,1508,1750509,24000,48.91233590353982,48.91233582668705,49.46208310898243,0.549747205442614,true
anchor1512/loose,1509,1751510,24000,48.98326632099701,48.98326625536448,49.640926612092514,0.6576602910955032,true
anchor1512/loose,1510,1752511,24000,49.016627052568936,49.01662699316486,49.057675035188105,0.04104798261916898,true
anchor1512/loose,1511,1753512,24000,49.02551025763124,49.025510190683775,49.244295147488884,0.21878488985764477,true
anchor1512/loose,1512,1754513,24000,48.95879342909391,48.95879334189639,49.044889678289195,0.08609624919528613,true
anchor1512/loose,1513,1755514,24000,48.87808138820444,48.878081290496716,48.80643390677087,-0.07164748143357258,true
anchor1512/loose,1514,1756515,24000,48.975547212177275,48.97554713006319,48.76924268386685,-0.2063045283104259,true
anchor1512/loose,1515,1757516,24000,48.98144783973077,48.981447767911895,49.25924872755025,0.2778008878194811,true
anchor1512/loose,1516,1758517,24000,48.949595501374176,48.949595414010616,49.52877284148858,0.5791773401144056,true
anchor1512/loose,1517,1759518,24000,48.96188792549012,48.96188784410059,49.32034775970623,0.35845983421611294,true
anchor1512/loose,1518,1760519,24000,49.03536654968415,49.03536648057622,49.794103266064724,0.7587367163805752,true
anchor1512/loose,1519,1761520,24000,49.07885253764473,49.078852460569095,49.86623446594057,0.7873819282958436,true
anchor1512/loose,1520,1762521,24000,49.072326110316986,49.07232603111681,50.00212846667738,0.9298023563603905,true
anchor1512/loose,1521,1763522,24000,49.0629871064222,49.062987030424814,49.881550717630255,0.8185636112080559,true
anchor1512/loose,1522,1764523,24000,49.06476843054397,49.06476835416775,49.89432558373816,0.8295571531941874,true
anchor1512/loose,1523,1765524,24000,49.08494718088785,49.08494710356676,50.07039706875178,0.9854498878639291,true
anchor1512/loose,1524,1766525,24000,49.06113349035243,49.061133406894555,49.53966465712933,0.47853116677689655,true
anchor1512/loose,1525,1767526,24000,49.20472177755869,49.20472170263443,49.93174435375227,0.7270225761935833,true
anchor1512/loose,1526,1768527,24000,49.211763253680665,49.21176318109585,49.697062811144946,0.48529955746428044,true
anchor1512/loose,1527,1769528,24000,49.170606841755436,49.17060674091945,48.718956599275025,-0.45165024248041163,true
anchor1512/loose/zero_motion_same_mask,1498,1740499,24000,49.018791837855076,49.01879168847417,50.17254475038226,1.1537529125271817,true
anchor1512/loose/zero_motion_same_mask,1499,1741500,24000,49.24194131508043,49.2419411594092,49.71002743179651,0.4680861167160799,true
anchor1512/loose/zero_motion_same_mask,1500,1742501,24000,49.4009537258888,49.40095360517866,49.451178873426905,0.05022514753810725,true
anchor1512/loose/zero_motion_same_mask,1501,1743502,24000,49.384848663910134,49.384848538871736,49.470244166414446,0.08539550250431205,true
anchor1512/loose/zero_motion_same_mask,1502,1744503,24000,49.12005776654311,49.1200577021859,49.857644574623876,0.7375868080807635,true
anchor1512/loose/zero_motion_same_mask,1503,1745504,24000,48.92073559526675,48.920735529256405,48.94643846394205,0.025702868675303137,true
anchor1512/loose/zero_motion_same_mask,1504,1746505,24000,49.04479552788773,49.044795444880336,49.559609319292385,0.5148137914046558,true
anchor1512/loose/zero_motion_same_mask,1505,1747506,24000,49.19067136219101,49.190671285881294,50.012180587958014,0.8215092257670022,true
anchor1512/loose/zero_motion_same_mask,1506,1748507,24000,49.01205625368047,49.01205614512637,49.65535290007643,0.6432966463959602,true
anchor1512/loose/zero_motion_same_mask,1507,1749508,24000,48.8245157371952,48.82451565782707,49.2597196187349,0.43520388153969947,true
anchor1512/loose/zero_motion_same_mask,1508,1750509,24000,48.891044541790905,48.89104446658524,49.443167855828726,0.5521233140378214,true
anchor1512/loose/zero_motion_same_mask,1509,1751510,24000,48.95438316242024,48.95438309794032,49.61379311804984,0.6594099556295987,true
anchor1512/loose/zero_motion_same_mask,1510,1752511,24000,49.00426927210206,49.004269213648676,49.046022127208694,0.041752855106636844,true
anchor1512/loose/zero_motion_same_mask,1511,1753512,24000,49.01388785106049,49.013887784957944,49.232796711032385,0.21890885997189713,true
anchor1512/loose/zero_motion_same_mask,1512,1754513,24000,48.95879342909391,48.95879334189639,49.044889678289195,0.08609624919528613,true
anchor1512/loose/zero_motion_same_mask,1513,1755514,24000,48.85546249263935,48.855462395268404,48.78463031424355,-0.07083217839579703,true
anchor1512/loose/zero_motion_same_mask,1514,1756515,24000,48.95861831291764,48.958618232243474,48.75277022757908,-0.20584808533856602,true
anchor1512/loose/zero_motion_same_mask,1515,1757516,24000,48.96101047322408,48.96101040165223,49.23840880938787,0.2773983361637917,true
anchor1512/loose/zero_motion_same_mask,1516,1758517,24000,48.93444172343545,48.9344416368196,49.51224180494531,0.5778000815098636,true
anchor1512/loose/zero_motion_same_mask,1517,1759518,24000,48.94330486842977,48.94330478804401,49.300588807288825,0.3572839388590552,true
anchor1512/loose/zero_motion_same_mask,1518,1760519,24000,49.03120904505832,49.03120897600779,49.789717480632945,0.7585084355746261,true
anchor1512/loose/zero_motion_same_mask,1519,1761520,24000,49.08235374486564,49.08235366781064,49.86934294555936,0.7869892006937178,true
anchor1512/loose/zero_motion_same_mask,1520,1762521,24000,49.07840237446485,49.078402294712554,50.00762340768408,0.9292210332192283,true
anchor1512/loose/zero_motion_same_mask,1521,1763522,24000,49.08965855115861,49.08965847457564,49.9036393240878,0.8139807729291917,true
anchor1512/loose/zero_motion_same_mask,1522,1764523,24000,49.09111027990321,49.09111020291527,49.91400061835333,0.8228903384501152,true
anchor1512/loose/zero_motion_same_mask,1523,1765524,24000,49.10598894430639,49.10598886649355,50.08735862159025,0.9813696772838583,true
anchor1512/loose/zero_motion_same_mask,1524,1766525,24000,49.06924597414805,49.06924588953637,49.542987289964685,0.4737413158166319,true
anchor1512/loose/zero_motion_same_mask,1525,1767526,24000,49.23072068929727,49.230720613952805,49.9568630546046,0.7261423653073251,true
anchor1512/loose/zero_motion_same_mask,1526,1768527,24000,49.24164676214897,49.24164668924435,49.72521288789295,0.48356612574398383,true
anchor1512/loose/zero_motion_same_mask,1527,1769528,24000,49.200960273129844,49.200960170431756,48.74025291802528,-0.4607073551045673,true
