configuration,source_frame_index,pts_value,pts_timescale,original_mean_nits,identity_mean_nits,enhanced_mean_nits,enhanced_minus_original_mean_nits,usable_common_support
anchor1498/strict/zero_motion_same_mask,1507,1749508,24000,48.65411454304727,48.654114485652244,49.115528580961595,0.46141403791432367,false
anchor1498/strict/zero_motion_same_mask,1508,1750509,24000,48.69728919010609,48.69728914610163,49.260490557567046,0.5632013674609553,false
anchor1498/strict/zero_motion_same_mask,1509,1751510,24000,48.73006020826556,48.73006014584094,49.41226367395662,0.6822034656910603,false
anchor1498/strict/zero_motion_same_mask,1510,1752511,24000,48.79717026675022,48.797170214558264,48.83974960790203,0.04257934115180717,false
anchor1498/strict/zero_motion_same_mask,1511,1753512,24000,48.8077855342557,48.80778547018363,49.02631379884369,0.21852826458798802,false
anchor1498/strict/zero_motion_same_mask,1512,1754513,24000,48.769924152475575,48.76992409614044,48.840408977114315,0.07048482463873995,false
anchor1498/strict/zero_motion_same_mask,1513,1755514,24000,48.66011351550142,48.66011344586006,48.618299591544044,-0.0418139239573776,false
anchor1498/strict/zero_motion_same_mask,1514,1756515,24000,48.76670513435051,48.76670506710295,48.568787604194135,-0.19791753015637426,false
anchor1498/strict/zero_motion_same_mask,1515,1757516,24000,48.755907323537095,48.75590726466513,49.03331482890256,0.277407505365467,false
anchor1498/strict/zero_motion_same_mask,1516,1758517,24000,48.72918887725489,48.72918882874528,49.30444713018429,0.5752582529294017,false
anchor1498/strict/zero_motion_same_mask,1517,1759518,24000,48.73654163448297,48.7365415923994,49.09830325837877,0.36176162389580213,false
anchor1498/strict/zero_motion_same_mask,1518,1760519,24000,48.83661732339098,48.83661725679969,49.621809004039434,0.7851916806484525,false
anchor1498/strict/zero_motion_same_mask,1519,1761520,24000,48.87511491972858,48.87511485222753,49.68808047548842,0.8129655557598383,false
anchor1498/strict/zero_motion_same_mask,1520,1762521,24000,48.87379032015985,48.87379026712831,49.81118445271852,0.9373941325586728,false
anchor1498/strict/zero_motion_same_mask,1521,1763522,24000,48.86560093983575,48.8656008934065,49.70290706326595,0.8373061234301957,false
anchor1498/strict/zero_motion_same_mask,1522,1764523,24000,48.865586591158895,48.86558654686474,49.711270370332684,0.8456837791737897,false
anchor1498/strict/zero_motion_same_mask,1523,1765524,24000,48.886260212422954,48.88626015288853,49.881115536755686,0.9948553243327325,false
anchor1498/strict/zero_motion_same_mask,1524,1766525,24000,48.861496513150314,48.86149645115198,49.3372964288603,0.4757999157099846,false
anchor1498/strict/zero_motion_same_mask,1525,1767526,24000,48.94224319812719,48.942243125679504,49.7272474902348,0.7850042921076152,false
anchor1498/strict/zero_motion_same_mask,1526,1768527,24000,48.9442380011679,48.944237936481734,49.501756197176135,0.5575181960082318,false
anchor1498/strict/zero_motion_same_mask,1527,1769528,24000,48.929613644519044,48.92961357415347,48.547300070848785,-0.38231357367025964,false
anchor1498/primary,1498,1740499,24000,49.0127486141645,49.0127484670029,50.164484304359355,1.1517356901948546,true
anchor1498/primary,1499,1741500,24000,49.22887965284094,49.22887949738406,49.698462536016294,0.4695828831753559,true
anchor1498/primary,1500,1742501,24000,49.39255295201819,49.39255283034982,49.44601480950745,0.05346185748926047,true
anchor1498/primary,1501,1743502,24000,49.377969628310936,49.3779695022961,49.46513013239976,0.08716050408882126,true
anchor1498/primary,1502,1744503,24000,49.11603995005024,49.116039888412175,49.8531269959505,0.7370870459002603,true
anchor1498/primary,1503,1745504,24000,48.925643445369445,48.92564338244721,48.952215554052295,0.026572108682849205,true
anchor1498/primary,1504,1746505,24000,49.038263828399145,49.03826374645579,49.553175807051495,0.5149119786523499,true
anchor1498/primary,1505,1747506,24000,49.17403030775774,49.17403023319998,49.99475712125628,0.8207268134985384,true
anchor1498/primary,1506,1748507,24000,49.00954088373619,49.009540777349294,49.65224161685022,0.642700733114026,true
anchor1498/primary,1507,1749508,24000,48.853795874640475,48.85379579577119,49.28641653371028,0.43262065906980496,true
anchor1498/primary,1508,1750509,24000,48.91952406094817,48.91952398525198,49.46691351554883,0.5473894546006619,true
anchor1498/primary,1509,1751510,24000,48.99144886309793,48.99144879748082,49.64798693729644,0.6565380741985081,true
anchor1498/primary,1510,1752511,24000,49.020318576784696,49.02031851745303,49.06002020852556,0.03970163174086139,true
anchor1498/primary,1511,1753512,24000,49.02941341224035,49.029413345333815,49.24764556262258,0.21823215038222799,true
anchor1498/primary,1512,1754513,24000,48.96082399604235,48.960823910531474,49.0452972729833,0.08447327694094753,true
anchor1498/primary,1513,1755514,24000,48.88183908123541,48.881838985498185,48.808673821481996,-0.07316525975341648,true
anchor1498/primary,1514,1756515,24000,48.98403110149115,48.984031019604586,48.77692117907989,-0.2071099224112558,true
anchor1498/primary,1515,1757516,24000,48.991331075029414,48.991331003284216,49.26939021902029,0.2780591439908733,true
anchor1498/primary,1516,1758517,24000,48.955324333803176,48.95532424772817,49.535421305257245,0.5800969714540685,true
anchor1498/primary,1517,1759518,24000,48.970782128759325,48.970782048135355,49.33003947896443,0.3592573502051053,true
anchor1498/primary,1518,1760519,24000,49.039688231623835,49.03968816132985,49.79836788776611,0.7586796561422773,true
anchor1498/primary,1519,1761520,24000,49.078016650773044,49.07801657340978,49.86574227055192,0.7877256197788753,true
anchor1498/primary,1520,1762521,24000,49.070048515776406,49.070048436275805,49.99976868334401,0.9297201675676021,true
anchor1498/primary,1521,1763522,24000,49.05932025827529,49.05932018262529,49.87762291438676,0.8183026561114701,true
anchor1498/primary,1522,1764523,24000,49.06108641172325,49.061086335601644,49.889781006446796,0.8286945947235438,true
anchor1498/primary,1523,1765524,24000,49.08147837538386,49.08147829839676,50.06618180521032,0.9847034298264603,true
anchor1498/primary,1524,1766525,24000,49.06003931124815,49.060039227743566,49.537164207884025,0.4771248966358783,true
anchor1498/primary,1525,1767526,24000,49.20263477024208,49.20263469421055,49.92839003564155,0.7257552653994708,true
anchor1498/primary,1526,1768527,24000,49.21001045845226,49.21001038504181,49.69329302447243,0.48328256602017206,true
anchor1498/primary,1527,1769528,24000,49.17123060502631,49.17123050790207,48.716197500332704,-0.45503310469360514,true
anchor1498/primary/zero_motion_same_mask,1498,1740499,24000,49.0127486141645,49.0127484670029,50.164484304359355,1.1517356901948546,true
anchor1498/primary/zero_motion_same_mask,1499,1741500,24000,49.233000221068835,49.2330000655576,49.7019549633912,0.4689547423223672,true
anchor1498/primary/zero_motion_same_mask,1500,1742501,24000,49.38789248946952,49.38789236744657,49.439948731615544,0.05205624214602267,true
anchor1498/primary/zero_motion_same_mask,1501,1743502,24000,49.37308543019374,49.37308530396828,49.45915736262875,0.08607193243501143,true
anchor1498/primary/zero_motion_same_mask,1502,1744503,24000,49.11082150872091,49.11082144724509,49.84757674165623,0.7367552329353231,true
anchor1498/primary/zero_motion_same_mask,1503,1745504,24000,48.91289134499875,48.91289128205489,48.938312894662296,0.02542154966354815,true
anchor1498/primary/zero_motion_same_mask,1504,1746505,24000,49.03743574147088,49.037435659541686,49.55230033083804,0.5148645893671571,true
anchor1498/primary/zero_motion_same_mask,1505,1747506,24000,49.18102506125146,49.181024986619164,50.002353950928686,0.8213288896772255,true
anchor1498/primary/zero_motion_same_mask,1506,1748507,24000,49.00368088142102,49.00368077502188,49.64657698082771,0.6428960994066912,true
anchor1498/primary/zero_motion_same_mask,1507,1749508,24000,48.816233134941676,48.81623305825158,49.251353388178025,0.43512025323634873,true
anchor1498/primary/zero_motion_same_mask,1508,1750509,24000,48.883198912804666,48.88319883939644,49.4348238784717,0.5516249656670311,true
anchor1498/primary/zero_motion_same_mask,1509,1751510,24000,48.94579830425721,48.9457982401626,49.6050001443995,0.6592018401422877,true
anchor1498/primary/zero_motion_same_mask,1510,1752511,24000,48.99566092761432,48.99566086863815,49.03677907999319,0.04111815237887129,true
anchor1498/primary/zero_motion_same_mask,1511,1753512,24000,49.00515197062147,49.00515190413695,49.22361164596966,0.21845967534819266,true
anchor1498/primary/zero_motion_same_mask,1512,1754513,24000,48.95085690010864,48.950856814721256,49.03606121223454,0.08520431212590296,true
anchor1498/primary/zero_motion_same_mask,1513,1755514,24000,48.847752249815855,48.84775215485761,48.77702442556367,-0.07072782425218804,true
anchor1498/primary/zero_motion_same_mask,1514,1756515,24000,48.950665146615,48.95066506668585,48.74453619732168,-0.2061289492933227,true
anchor1498/primary/zero_motion_same_mask,1515,1757516,24000,48.952627750991304,48.952627680346964,49.229737937412075,0.2771101864207708,true
anchor1498/primary/zero_motion_same_mask,1516,1758517,24000,48.92614210725615,48.926142022069435,49.50329997977338,0.5771578725172333,true
anchor1498/primary/zero_motion_same_mask,1517,1759518,24000,48.93467957527274,48.93467949610383,49.291497352457256,0.3568177771845171,true
anchor1498/primary/zero_motion_same_mask,1518,1760519,24000,49.02248808284419,49.022488012816446,49.781148737484635,0.758660654640444,true
anchor1498/primary/zero_motion_same_mask,1519,1761520,24000,49.073021487324574,49.073021410103124,49.8604177140494,0.7873962267248231,true
anchor1498/primary/zero_motion_same_mask,1520,1762521,24000,49.06906076532071,49.06906068566658,49.998363943064184,0.9293031777434777,true
anchor1498/primary/zero_motion_same_mask,1521,1763522,24000,49.08022838942087,49.08022831309071,49.89452758149937,0.8142991920785008,true
anchor1498/primary/zero_motion_same_mask,1522,1764523,24000,49.08172333919849,49.08172326245294,49.904631994177386,0.822908654978896,true
anchor1498/primary/zero_motion_same_mask,1523,1765524,24000,49.096582489027526,49.09658241143608,50.07777745029582,0.9811949612682938,true
anchor1498/primary/zero_motion_same_mask,1524,1766525,24000,49.06046346377041,49.06046337999232,49.534098068313156,0.4736346045427453,true
anchor1498/primary/zero_motion_same_mask,1525,1767526,24000,49.220569609635874,49.220569533625024,49.94612878098633,0.7255591713504543,true
anchor1498/primary/zero_motion_same_mask,1526,1768527,24000,49.23136437542639,49.23136430209333,49.714328649653204,0.4829642742268163,true
anchor1498/primary/zero_motion_same_mask,1527,1769528,24000,49.191235852645,49.19123575435161,48.73057736585774,-0.46065848678725985,true
anchor1498/loose,1498,1740499,24000,49.01991523654264,49.01991508734583,50.17367019122178,1.153754954679144,true
anchor1498/loose,1499,1741500,24000,49.23899053201857,49.238990376667154,49.70796988193629,0.46897934991772416,true
anchor1498/loose,1500,1742501,24000,49.40639409987183,49.40639397967947,49.458621474306604,0.052227374434771434,true
anchor1498/loose,1501,1743502,24000,49.390667575898576,49.39066745128361,49.47757275810041,0.08690518220183208,true
anchor1498/loose,1502,1744503,24000,49.12640678118415,49.12640671669907,49.86451486107615,0.738108079892001,true
anchor1498/loose,1503,1745504,24000,48.93464061261746,48.934640546760434,48.961995083066334,0.027354470448877066,true
anchor1498/loose,1504,1746505,24000,49.04675097605262,49.04675089323067,49.56195438103242,0.5152034049798004,true
anchor1498/loose,1505,1747506,24000,49.184653871513426,49.18465379558361,50.00594405645109,0.8212901849376664,true
anchor1498/loose,1506,1748507,24000,49.019002281843186,49.01900217335695,49.662272851104106,0.6432705692609204,true
anchor1498/loose,1507,1749508,24000,48.863018447917504,48.86301836673936,49.29627745973435,0.433259011816844,true
anchor1498/loose,1508,1750509,24000,48.92849229203409,48.92849221389521,49.47663840359493,0.5481461115608397,true
anchor1498/loose,1509,1751510,24000,49.001373779724275,49.00137371392856,49.6582441617713,0.6568703820470247,true
anchor1498/loose,1510,1752511,24000,49.030076057308946,49.03007599787069,49.07055906514196,0.04048300783301073,true
anchor1498/loose,1511,1753512,24000,49.03931315104216,49.03931308400834,49.25808920939942,0.218776058357264,true
anchor1498/loose,1512,1754513,24000,48.96981957730329,48.969819489796805,49.05535875594518,0.08553917864188776,true
anchor1498/loose,1513,1755514,24000,48.890715409087555,48.8907153109089,48.81763405877988,-0.0730813503076746,true
anchor1498/loose,1514,1756515,24000,48.99327384810185,48.99327376546554,48.78643441573075,-0.2068394323710976,true
anchor1498/loose,1515,1757516,24000,49.001034077395225,49.00103400503531,49.27915157418273,0.27811749678750175,true
anchor1498/loose,1516,1758517,24000,48.964733243803764,48.964733155541914,49.545417245904,0.5806840021002344,true
anchor1498/loose,1517,1759518,24000,48.9805481176117,48.98054803518817,49.34026099508774,0.3597128774760421,true
anchor1498/loose,1518,1760519,24000,49.04956314898518,49.04956307980771,49.80826223391173,0.7586990849265476,true
anchor1498/loose,1519,1761520,24000,49.08841481388672,49.08841473704396,49.87604714877182,0.787632334885096,true
anchor1498/loose,1520,1762521,24000,49.08045215080612,49.080452071416765,50.0104263249877,0.9299741741815808,true
anchor1498/loose,1521,1763522,24000,49.06994877331502,49.069948697473144,49.88848748753172,0.8185387142167002,true
anchor1498/loose,1522,1764523,24000,49.07165970644677,49.07165963023158,49.901038827338674,0.8293791208919004,true
anchor1498/loose,1523,1765524,24000,49.09211378360933,49.09211370633474,50.07767901326015,0.9855652296508239,true
anchor1498/loose,1524,1766525,24000,49.070150615817205,49.070150532059664,49.54802839342893,0.4778777776117238,true
anchor1498/loose,1525,1767526,24000,49.21373702662784,49.21373695177545,49.94074189869595,0.7270048720681075,true
anchor1498/loose,1526,1768527,24000,49.221226014111885,49.22122594164392,49.70595475834801,0.4847287442361221,true
anchor1498/loose,1527,1769528,24000,49.181878094245384,49.181877992924385,48.727923597416975,-0.45395449682840905,true
anchor1498/loose/zero_motion_same_mask,1498,1740499,24000,49.01991523654264,49.01991508734583,50.17367019122178,1.153754954679144,true
anchor1498/loose/zero_motion_same_mask,1499,1741500,24000,49.243005551421355,49.24300539593697,49.71134101308101,0.468335461659656,true
anchor1498/loose/zero_motion_same_mask,1500,1742501,24000,49.401948761765546,49.40194864122699,49.45255327152469,0.050604509759146765,true
anchor1498/loose/zero_motion_same_mask,1501,1743502,24000,49.38585073191855,49.385850607053634,49.47159672136977,0.08574598945121892,true
anchor1498/loose/zero_motion_same_mask,1502,1744503,24000,49.121136948366114,49.12113688415586,49.85900700138047,0.7378700530143547,true
anchor1498/loose/zero_motion_same_mask,1503,1745504,24000,48.921909084439086,48.92190901863589,48.94809116181702,0.02618207737793199,true
anchor1498/loose/zero_motion_same_mask,1504,1746505,24000,49.04591484739697,49.04591476460414,49.561077634197815,0.5151627868008433,true
anchor1498/loose/zero_motion_same_mask,1505,1747506,24000,49.19172698631827,49.191726910220204,50.013569921818615,0.8218429355003423,true
anchor1498/loose/zero_motion_same_mask,1506,1748507,24000,49.013076439849414,49.01307633134792,49.656692369866704,0.6436159300172903,true
anchor1498/loose/zero_motion_same_mask,1507,1749508,24000,48.825630484676225,48.8256304055805,49.261183069331004,0.4355525846547792,true
anchor1498/loose/zero_motion_same_mask,1508,1750509,24000,48.89204856562418,48.89204849062966,49.44456190289098,0.5525133372668023,true
anchor1498/loose/zero_motion_same_mask,1509,1751510,24000,48.95535953000972,48.95535946573629,49.61516472542291,0.6598051954131847,true
anchor1498/loose/zero_motion_same_mask,1510,1752511,24000,49.00522385736669,49.00522379911714,49.04739722909718,0.04217337173049174,true
anchor1498/loose/zero_motion_same_mask,1511,1753512,24000,49.014838236458395,49.01483817056304,49.23409146550505,0.21925322904665734,true
anchor1498/loose/zero_motion_same_mask,1512,1754513,24000,48.959767870979796,48.95976778399865,49.04617555092238,0.0864076799425817,true
anchor1498/loose/zero_motion_same_mask,1513,1755514,24000,48.856480202269495,48.85648010488162,48.78592400012112,-0.07055620214837433,true
anchor1498/loose/zero_motion_same_mask,1514,1756515,24000,48.95959283126644,48.95959275080581,48.753947214325684,-0.20564561694075678,true
anchor1498/loose/zero_motion_same_mask,1515,1757516,24000,48.96198394705741,48.961983875695125,49.23950149659297,0.27751754953555974,true
anchor1498/loose/zero_motion_same_mask,1516,1758517,24000,48.935412638943006,48.93541255260272,49.51330510722597,0.5778924682829611,true
anchor1498/loose/zero_motion_same_mask,1517,1759518,24000,48.94427191392412,48.9442718338112,49.30169529881943,0.3574233848953128,true
anchor1498/loose/zero_motion_same_mask,1518,1760519,24000,49.032251766961494,49.03225169817887,49.79104368193328,0.7587919149717877,true
anchor1498/loose/zero_motion_same_mask,1519,1761520,24000,49.08339572527996,49.08339564856099,49.87071301449518,0.7873172892152169,true
anchor1498/loose/zero_motion_same_mask,1520,1762521,24000,49.0794391549146,49.07943907544007,50.008996216029665,0.9295570611150623,true
anchor1498/loose/zero_motion_same_mask,1521,1763522,24000,49.090715409487025,49.0907153332347,49.90514368702463,0.8144282775376084,true
anchor1498/loose/zero_motion_same_mask,1522,1764523,24000,49.09216650434722,49.092166427690074,49.915605383435526,0.8234388790883074,true
anchor1498/loose/zero_motion_same_mask,1523,1765524,24000,49.107027991513796,49.10702791397267,50.08892975386464,0.9819017623508444,true
anchor1498/loose/zero_motion_same_mask,1524,1766525,24000,49.070322426010264,49.07032234167326,49.54460865532945,0.4742862293191834,true
anchor1498/loose/zero_motion_same_mask,1525,1767526,24000,49.2317229166572,49.23172284146451,49.95850860807586,0.7267856914186623,true
anchor1498/loose/zero_motion_same_mask,1526,1768527,24000,49.24264421873662,49.242644145982716,49.72701800144572,0.48437378270909903,true
anchor1498/loose/zero_motion_same_mask,1527,1769528,24000,49.201999346150984,49.20199924367826,48.742402028459125,-0.4595973176918591,true
anchor1512/strict,1498,1740499,24000,48.98769182095163,48.98769164710598,50.1318010299783,1.1441092090266665,false
anchor1512/strict,1499,1741500,24000,49.108230091163456,49.10822987963052,49.642126691019726,0.5338965998562699,false
anchor1512/strict,1500,1742501,24000,49.1838799158838,49.183879807168196,49.3374925077973,0.1536125919135003,false
anchor1512/strict,1501,1743502,24000,49.18243925865304,49.182439146200366,49.35639685385003,0.17395759519698828,false
anchor1512/strict,1502,1744503,24000,49.07228692301859,49.07228688042043,49.79401669738033,0.7217297743617408,false
anchor1512/strict,1503,1745504,24000,48.910570584874556,48.91057054538721,48.98373318075744,0.07316259588288432,false
anchor1512/strict,1504,1746505,24000,49.01694279052497,49.0169427114267,49.52874506408791,0.5118022735629353,false
anchor1512/strict,1505,1747506,24000,49.10863727206866,49.10863717410367,49.94680600356753,0.8381687314988682,false
anchor1512/strict,1506,1748507,24000,48.9926900088513,48.99268993673169,49.65227338676272,0.6595833779114244,false
anchor1512/strict,1507,1749508,24000,48.86674659037173,48.86674651633575,49.33256193363184,0.465815343260104,false
anchor1512/strict,1508,1750509,24000,48.9093691579145,48.90936908307672,49.47215599423411,0.56278683631961,false
anchor1512/strict,1509,1751510,24000,48.96777451805019,48.96777444979911,49.64611873509311,0.6783442170429197,false
anchor1512/strict,1510,1752511,24000,49.00477826778304,49.00477821772478,49.05095744034428,0.0461791725612386,false
anchor1512/strict,1511,1753512,24000,49.02001797374877,49.020017912634245,49.241304991852715,0.22128701810394347,false
anchor1512/strict,1512,1754513,24000,48.97310775545559,48.97310773908351,49.044336631710834,0.07122887625524754,false
anchor1512/strict,1513,1755514,24000,48.876489746538844,48.87648964611782,48.832421148118904,-0.044068598419940486,false
anchor1512/strict,1514,1756515,24000,48.991799553858854,48.9917994750849,48.79392225860722,-0.19787729525163655,false
anchor1512/strict,1515,1757516,24000,48.98546199192533,48.98546190524505,49.267500818218245,0.28203882629291854,false
anchor1512/strict,1516,1758517,24000,48.933289547716434,48.93328948177673,49.53477056105224,0.6014810133358068,false
anchor1512/strict,1517,1759518,24000,48.94508654161977,48.94508648548932,49.33456686183157,0.38948032021179557,false
anchor1512/strict,1518,1760519,24000,49.03714043296373,49.037140343633745,49.820915938684806,0.7837755057210742,false
anchor1512/strict,1519,1761520,24000,49.073598312253,49.07359820989724,49.88211668359024,0.808518371337243,false
anchor1512/strict,1520,1762521,24000,49.06702838872009,49.06702830348352,50.006257199249504,0.9392288105294142,false
anchor1512/strict,1521,1763522,24000,49.02991081821732,49.02991073341852,49.86782695279484,0.8379161345775259,false
anchor1512/strict,1522,1764523,24000,49.030343366254854,49.03034328136389,49.879513501962755,0.8491701357079009,false
